Round: 1
1,90.6166666666667,193
2,67.3333333333333,138
3,63.35,135
4,62.5,133
5,61.3166666666667,118
6,48.5166666666667,101
7,43.9666666666667,91
8,42.7333333333333,90
9,31.2333333333333,74
10,30.65,69
11,36.2333333333333,68
12,33.9833333333333,62
13,27.2333333333333,61
14,26.8166666666667,58
15,26.7,56
16,23.2333333333333,55
17,27.7166666666667,54
18,26.7,53
19,21.65,52
20,21.8666666666667,50
21,24.3166666666667,50
22,23.6833333333333,50
23,21,50
24,22.8333333333333,50
25,24.9833333333333,50
26,0.583333333333333,2
27,0.25,1
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0

Round: 2
1,90.6166666666667,193
2,67.3333333333333,138
3,63.35,135
4,62.5,133
5,61.3166666666667,118
6,48.5166666666667,101
7,43.9666666666667,91
8,42.7333333333333,90
9,31.2333333333333,74
10,30.65,69
11,36.2333333333333,68
12,33.9833333333333,62
13,27.2333333333333,61
14,26.8166666666667,58
15,26.7,56
16,23.2333333333333,55
17,27.7166666666667,54
18,26.7,53
19,21.65,52
20,21.8666666666667,50
21,24.3166666666667,50
22,23.6833333333333,50
23,21,50
24,22.8333333333333,50
25,24.9833333333333,50
26,0.583333333333333,2
27,0.25,1
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0

Round: 3
1,90.6166666666667,193
2,67.3333333333333,138
3,63.4333333333333,135
4,62.5,133
5,61.4,118
6,48.5166666666667,101
7,43.9666666666667,91
8,42.7333333333333,90
9,31.3166666666667,74
10,30.65,69
11,36.2333333333333,68
12,33.9833333333333,62
13,27.2333333333333,61
14,26.8166666666667,58
15,26.7,56
16,23.2333333333333,55
17,27.7166666666667,54
18,26.7,53
19,21.65,52
20,21.8666666666667,50
21,24.3166666666667,50
22,23.6833333333333,50
23,21,50
24,22.8333333333333,50
25,24.9833333333333,50
26,0.583333333333333,2
27,0.25,1
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0

Round: 4
1,90.7000000000001,193
2,67.3333333333333,138
3,63.6,135
4,62.5833333333333,133
5,61.4,118
6,48.5166666666667,101
7,43.9666666666667,91
8,42.7333333333333,90
9,31.3166666666667,74
10,30.65,69
11,36.2333333333333,68
12,33.9833333333333,62
13,27.2333333333333,61
14,26.8166666666667,58
15,26.7,56
16,23.2333333333333,55
17,27.7166666666667,54
18,26.7,53
19,21.7333333333333,52
20,21.8666666666667,50
21,24.3166666666667,50
22,23.6833333333333,50
23,21.1666666666667,50
24,22.8333333333333,50
25,24.9833333333333,50
26,0.583333333333333,2
27,0.25,1
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0

Round: 5
1,92.5833333333334,193
2,68.9666666666667,138
3,65.4,135
4,63.55,133
5,61.7833333333333,118
6,48.9833333333333,101
7,44.4833333333333,91
8,43.4833333333333,90
